human,mouse,lemur
ENSG00000031691,ENSMUSG00000023919,ENSMICG00000042405
ENSG00000031698,ENSMUSG00000068739,ENSMICG00000047557
ENSG00000031823,ENSMUSG00000002372,ENSMICG00000004018
ENSG00000032219,ENSMUSG00000048118,ENSMICG00000011761
ENSG00000032389,ENSMUSG00000036613,ENSMICG00000009793
ENSG00000032742,ENSMUSG00000040040,ENSMICG00000004618
ENSG00000033030,ENSMUSG00000029427,ENSMICG00000013486
ENSG00000033050,ENSMUSG00000028953,ENSMICG00000004786
ENSG00000033100,ENSMUSG00000038181,ENSMICG00000031520
ENSG00000033122,ENSMUSG00000028176,ENSMICG00000005504
ENSG00000033170,ENSMUSG00000021065,ENSMICG00000038097
ENSG00000033178,ENSMUSG00000035898,ENSMICG00000014868
ENSG00000033327,ENSMUSG00000004508,ENSMICG00000015054
ENSG00000033627,ENSMUSG00000019302,ENSMICG00000010226
ENSG00000033800,ENSMUSG00000032405,ENSMICG00000016982
ENSG00000033867,ENSMUSG00000021733,ENSMICG00000048954
ENSG00000034053,ENSMUSG00000030519,ENSMICG00000006447
ENSG00000034152,ENSMUSG00000018932,ENSMICG00000037904
ENSG00000034677,ENSMUSG00000022280,ENSMICG00000034867
ENSG00000034693,ENSMUSG00000019809,ENSMICG00000037542
ENSG00000034713,ENSMUSG00000031950,ENSMICG00000037412
ENSG00000034971,ENSMUSG00000026697,ENSMICG00000003947
ENSG00000035115,ENSMUSG00000020669,ENSMICG00000006870
ENSG00000035141,ENSMUSG00000057497,ENSMICG00000042469
ENSG00000035403,ENSMUSG00000021823,ENSMICG00000011725
ENSG00000035499,ENSMUSG00000021697,ENSMICG00000013552
ENSG00000035664,ENSMUSG00000032380,ENSMICG00000011065
ENSG00000035681,ENSMUSG00000028245,ENSMICG00000003974
ENSG00000035687,ENSMUSG00000015961,ENSMICG00000035421
ENSG00000035720,ENSMUSG00000029254,ENSMICG00000014209
ENSG00000035862,ENSMUSG00000017466,ENSMICG00000032201
ENSG00000035928,ENSMUSG00000029191,ENSMICG00000016765
ENSG00000036257,ENSMUSG00000004364,ENSMICG00000013985
ENSG00000036448,ENSMUSG00000031461,ENSMICG00000013602
ENSG00000036473,ENSMUSG00000031173,ENSMICG00000011724
ENSG00000036530,ENSMUSG00000021259,ENSMICG00000015128
ENSG00000036549,ENSMUSG00000039068,ENSMICG00000004495
ENSG00000036565,ENSMUSG00000036330,ENSMICG00000011689
ENSG00000036672,ENSMUSG00000032010,ENSMICG00000006049
ENSG00000036828,ENSMUSG00000051980,ENSMICG00000049579
ENSG00000037042,ENSMUSG00000045007,ENSMICG00000044881
ENSG00000037280,ENSMUSG00000020357,ENSMICG00000005770
ENSG00000037474,ENSMUSG00000021595,ENSMICG00000016549
ENSG00000037637,ENSMUSG00000028920,ENSMICG00000042418
ENSG00000037749,ENSMUSG00000020522,ENSMICG00000003560
ENSG00000037757,ENSMUSG00000004996,ENSMICG00000031875
ENSG00000037897,ENSMUSG00000006732,ENSMICG00000045368
ENSG00000037965,ENSMUSG00000001657,ENSMICG00000046543
ENSG00000038002,ENSMUSG00000031521,ENSMICG00000009153
ENSG00000038210,ENSMUSG00000029186,ENSMICG00000017176
ENSG00000038219,ENSMUSG00000061755,ENSMICG00000031531
ENSG00000038274,ENSMUSG00000042032,ENSMICG00000005155
ENSG00000038295,ENSMUSG00000053626,ENSMICG00000007263
ENSG00000038358,ENSMUSG00000036270,ENSMICG00000012262
ENSG00000038382,ENSMUSG00000022263,ENSMICG00000015477
ENSG00000038427,ENSMUSG00000021614,ENSMICG00000035948
ENSG00000038532,ENSMUSG00000068663,ENSMICG00000016678
ENSG00000038945,ENSMUSG00000025044,ENSMICG00000005424
ENSG00000039068,ENSMUSG00000000303,ENSMICG00000009601
ENSG00000039123,ENSMUSG00000016018,ENSMICG00000012779
ENSG00000039139,ENSMUSG00000022262,ENSMICG00000015344
ENSG00000039523,ENSMUSG00000038604,ENSMICG00000012105
ENSG00000039537,ENSMUSG00000022181,ENSMICG00000012415
ENSG00000039560,ENSMUSG00000022246,ENSMICG00000005641
ENSG00000039600,ENSMUSG00000040489,ENSMICG00000001020
ENSG00000039650,ENSMUSG00000002963,ENSMICG00000003120
ENSG00000039987,ENSMUSG00000052819,ENSMICG00000037638
ENSG00000040199,ENSMUSG00000031732,ENSMICG00000001901
ENSG00000040275,ENSMUSG00000069910,ENSMICG00000035310
ENSG00000040341,ENSMUSG00000025920,ENSMICG00000002886
ENSG00000040487,ENSMUSG00000028744,ENSMICG00000010512
ENSG00000040531,ENSMUSG00000005949,ENSMICG00000015732
ENSG00000040608,ENSMUSG00000043811,ENSMICG00000027043
ENSG00000040731,ENSMUSG00000022321,ENSMICG00000009537
ENSG00000040933,ENSMUSG00000026113,ENSMICG00000013336
ENSG00000041353,ENSMUSG00000024511,ENSMICG00000015440
ENSG00000041357,ENSMUSG00000032301,ENSMICG00000005777
ENSG00000041515,ENSMUSG00000039057,ENSMICG00000000221
ENSG00000041802,ENSMUSG00000022538,ENSMICG00000049087
ENSG00000041880,ENSMUSG00000023249,ENSMICG00000017294
ENSG00000041982,ENSMUSG00000028364,ENSMICG00000015403
ENSG00000041988,ENSMUSG00000039759,ENSMICG00000034617
ENSG00000042062,ENSMUSG00000074577,ENSMICG00000017704
ENSG00000042088,ENSMUSG00000021177,ENSMICG00000016717
ENSG00000042286,ENSMUSG00000020085,ENSMICG00000001632
ENSG00000042317,ENSMUSG00000021007,ENSMICG00000016644
ENSG00000042445,ENSMUSG00000056666,ENSMICG00000016157
ENSG00000042493,ENSMUSG00000056737,ENSMICG00000015066
ENSG00000042753,ENSMUSG00000008036,ENSMICG00000038528
ENSG00000042781,ENSMUSG00000026609,ENSMICG00000005002
ENSG00000042813,ENSMUSG00000020193,ENSMICG00000047043
ENSG00000042832,ENSMUSG00000053469,ENSMICG00000001039
ENSG00000042980,ENSMUSG00000014725,ENSMICG00000042341
ENSG00000043039,ENSMUSG00000032033,ENSMICG00000045477
ENSG00000043093,ENSMUSG00000027708,ENSMICG00000049045
ENSG00000043143,ENSMUSG00000020387,ENSMICG00000032137
ENSG00000043355,ENSMUSG00000061524,ENSMICG00000015310
ENSG00000043462,ENSMUSG00000002699,ENSMICG00000012579
ENSG00000043514,ENSMUSG00000028653,ENSMICG00000016294
ENSG00000044012,ENSMUSG00000032978,ENSMICG00000011582
ENSG00000044090,ENSMUSG00000038545,ENSMICG00000008269
ENSG00000044115,ENSMUSG00000037815,ENSMICG00000013026
ENSG00000044446,ENSMUSG00000031295,ENSMICG00000004212
ENSG00000044459,ENSMUSG00000038070,ENSMICG00000009738
ENSG00000044524,ENSMUSG00000052504,ENSMICG00000005266
ENSG00000044574,ENSMUSG00000026864,ENSMICG00000002950
ENSG00000046604,ENSMUSG00000044393,ENSMICG00000013819
ENSG00000046647,ENSMUSG00000040621,ENSMICG00000015984
ENSG00000046651,ENSMUSG00000040586,ENSMICG00000006744
ENSG00000046653,ENSMUSG00000031342,ENSMICG00000015356
ENSG00000046889,ENSMUSG00000048960,ENSMICG00000012516
ENSG00000047056,ENSMUSG00000021147,ENSMICG00000032267
ENSG00000047188,ENSMUSG00000034653,ENSMICG00000004030
ENSG00000047230,ENSMUSG00000031360,ENSMICG00000010839
ENSG00000047249,ENSMUSG00000033793,ENSMICG00000015657
ENSG00000047315,ENSMUSG00000029250,ENSMICG00000015166
ENSG00000047346,ENSMUSG00000034858,ENSMICG00000011870
ENSG00000047365,ENSMUSG00000037999,ENSMICG00000016496
ENSG00000047410,ENSMUSG00000006005,ENSMICG00000008969
ENSG00000047457,ENSMUSG00000003617,ENSMICG00000049345
ENSG00000047578,ENSMUSG00000032743,ENSMICG00000042641
ENSG00000047579,ENSMUSG00000057531,ENSMICG00000010679
ENSG00000047597,ENSMUSG00000015342,ENSMICG00000047814
ENSG00000047617,ENSMUSG00000038115,ENSMICG00000004767
ENSG00000047621,ENSMUSG00000030347,ENSMICG00000011341
ENSG00000047648,ENSMUSG00000031355,ENSMICG00000014376
ENSG00000047662,ENSMUSG00000015879,ENSMICG00000006794
ENSG00000047932,ENSMUSG00000019861,ENSMICG00000037737
ENSG00000047936,ENSMUSG00000019893,ENSMICG00000007792
ENSG00000048028,ENSMUSG00000032267,ENSMICG00000009608
ENSG00000048052,ENSMUSG00000004698,ENSMICG00000000850
ENSG00000048140,ENSMUSG00000025875,ENSMICG00000026948
ENSG00000048342,ENSMUSG00000039765,ENSMICG00000016896
ENSG00000048392,ENSMUSG00000022292,ENSMICG00000033193
ENSG00000048405,ENSMUSG00000039841,ENSMICG00000030435
ENSG00000048462,ENSMUSG00000022496,ENSMICG00000033855
ENSG00000048471,ENSMUSG00000071669,ENSMICG00000014205
ENSG00000048540,ENSMUSG00000030226,ENSMICG00000046395
ENSG00000048544,ENSMUSG00000034729,ENSMICG00000011379
ENSG00000048545,ENSMUSG00000023982,ENSMICG00000011368
ENSG00000048649,ENSMUSG00000035623,ENSMICG00000014613
ENSG00000048707,ENSMUSG00000020220,ENSMICG00000012119
ENSG00000048740,ENSMUSG00000002107,ENSMICG00000007867
ENSG00000048991,ENSMUSG00000056211,ENSMICG00000005900
ENSG00000049089,ENSMUSG00000028626,ENSMICG00000009969
ENSG00000049130,ENSMUSG00000019966,ENSMICG00000027108
ENSG00000049167,ENSMUSG00000021694,ENSMICG00000008906
ENSG00000049192,ENSMUSG00000046169,ENSMICG00000015180
ENSG00000049239,ENSMUSG00000028980,ENSMICG00000004376
ENSG00000049245,ENSMUSG00000028955,ENSMICG00000038012
ENSG00000049247,ENSMUSG00000028963,ENSMICG00000008454
ENSG00000049249,ENSMUSG00000028965,ENSMICG00000029701
ENSG00000049283,ENSMUSG00000010080,ENSMICG00000009752
ENSG00000049323,ENSMUSG00000001870,ENSMICG00000009581
ENSG00000049449,ENSMUSG00000005973,ENSMICG00000027735
ENSG00000049541,ENSMUSG00000023104,ENSMICG00000010212
ENSG00000049618,ENSMUSG00000069729,ENSMICG00000008595
ENSG00000049656,ENSMUSG00000021610,ENSMICG00000000301
ENSG00000049759,ENSMUSG00000024589,ENSMICG00000007688
ENSG00000049768,ENSMUSG00000039521,ENSMICG00000006391
ENSG00000049860,ENSMUSG00000021665,ENSMICG00000032021
ENSG00000049883,ENSMUSG00000021650,ENSMICG00000004535
ENSG00000050130,ENSMUSG00000056197,ENSMICG00000012491
ENSG00000050165,ENSMUSG00000030772,ENSMICG00000004271
ENSG00000050327,ENSMUSG00000033542,ENSMICG00000037381
ENSG00000050344,ENSMUSG00000029832,ENSMICG00000032091
ENSG00000050405,ENSMUSG00000023022,ENSMICG00000015696
ENSG00000050426,ENSMUSG00000037353,ENSMICG00000009526
ENSG00000050438,ENSMUSG00000023032,ENSMICG00000003543
ENSG00000050628,ENSMUSG00000040016,ENSMICG00000011907
ENSG00000050730,ENSMUSG00000044162,ENSMICG00000038352
ENSG00000050748,ENSMUSG00000020366,ENSMICG00000015900
ENSG00000050767,ENSMUSG00000063564,ENSMICG00000005409
ENSG00000050820,ENSMUSG00000031955,ENSMICG00000035934
ENSG00000051009,ENSMUSG00000044465,ENSMICG00000007239
ENSG00000051108,ENSMUSG00000031770,ENSMICG00000011024
ENSG00000051128,ENSMUSG00000003573,ENSMICG00000038004
ENSG00000051180,ENSMUSG00000027323,ENSMICG00000005941
ENSG00000051341,ENSMUSG00000034206,ENSMICG00000049493
ENSG00000051382,ENSMUSG00000032462,ENSMICG00000048990
ENSG00000051523,ENSMUSG00000006519,ENSMICG00000043128
ENSG00000051596,ENSMUSG00000025872,ENSMICG00000031354
ENSG00000051620,ENSMUSG00000019853,ENSMICG00000032428
ENSG00000051825,ENSMUSG00000038126,ENSMICG00000006531
ENSG00000052126,ENSMUSG00000030231,ENSMICG00000014157
ENSG00000052344,ENSMUSG00000030800,ENSMICG00000001631
ENSG00000052723,ENSMUSG00000027854,ENSMICG00000030154
ENSG00000052749,ENSMUSG00000035049,ENSMICG00000007624
ENSG00000052795,ENSMUSG00000061175,ENSMICG00000006383
ENSG00000052802,ENSMUSG00000031604,ENSMICG00000033307
ENSG00000052841,ENSMUSG00000027194,ENSMICG00000014602
ENSG00000052850,ENSMUSG00000040310,ENSMICG00000048133
ENSG00000053108,ENSMUSG00000036264,ENSMICG00000007423
ENSG00000053254,ENSMUSG00000033713,ENSMICG00000016708
ENSG00000053328,ENSMUSG00000045555,ENSMICG00000041949
ENSG00000053438,ENSMUSG00000067786,ENSMICG00000033762
ENSG00000053501,ENSMUSG00000002395,ENSMICG00000014011
ENSG00000053702,ENSMUSG00000001520,ENSMICG00000036412
ENSG00000053747,ENSMUSG00000024421,ENSMICG00000009335
ENSG00000053770,ENSMUSG00000036291,ENSMICG00000034728
ENSG00000053900,ENSMUSG00000029176,ENSMICG00000017188
ENSG00000053918,ENSMUSG00000009545,ENSMICG00000032341
ENSG00000054116,ENSMUSG00000028847,ENSMICG00000016250
ENSG00000054179,ENSMUSG00000015085,ENSMICG00000008859
ENSG00000054267,ENSMUSG00000039219,ENSMICG00000016358
ENSG00000054277,ENSMUSG00000026525,ENSMICG00000003465
ENSG00000054282,ENSMUSG00000026504,ENSMICG00000015485
ENSG00000054356,ENSMUSG00000026204,ENSMICG00000000810
ENSG00000054392,ENSMUSG00000037375,ENSMICG00000017324
ENSG00000054523,ENSMUSG00000063077,ENSMICG00000004526
ENSG00000054611,ENSMUSG00000051864,ENSMICG00000006618
ENSG00000054654,ENSMUSG00000063450,ENSMICG00000012900
ENSG00000054690,ENSMUSG00000060716,ENSMICG00000010820
ENSG00000054793,ENSMUSG00000027546,ENSMICG00000000026
ENSG00000054796,ENSMUSG00000005883,ENSMICG00000000678
ENSG00000054803,ENSMUSG00000067578,ENSMICG00000026678
ENSG00000054938,ENSMUSG00000030732,ENSMICG00000011134
ENSG00000054965,ENSMUSG00000029461,ENSMICG00000043205
ENSG00000054967,ENSMUSG00000008318,ENSMICG00000016731
ENSG00000054983,ENSMUSG00000021003,ENSMICG00000003020
ENSG00000055044,ENSMUSG00000026020,ENSMICG00000003539
ENSG00000055070,ENSMUSG00000040842,ENSMICG00000031651
ENSG00000055118,ENSMUSG00000038319,ENSMICG00000004711
ENSG00000055130,ENSMUSG00000029686,ENSMICG00000011113
ENSG00000055147,ENSMUSG00000020523,ENSMICG00000003553
ENSG00000055163,ENSMUSG00000020340,ENSMICG00000004742
ENSG00000055208,ENSMUSG00000015755,ENSMICG00000027001
ENSG00000055211,ENSMUSG00000040006,ENSMICG00000006295
ENSG00000055332,ENSMUSG00000024079,ENSMICG00000003317
ENSG00000055483,ENSMUSG00000033909,ENSMICG00000003252
ENSG00000055609,ENSMUSG00000038056,ENSMICG00000001060
ENSG00000055732,ENSMUSG00000036853,ENSMICG00000014973
ENSG00000055813,ENSMUSG00000032878,ENSMICG00000029777
ENSG00000055917,ENSMUSG00000020594,ENSMICG00000011647
ENSG00000055955,ENSMUSG00000021922,ENSMICG00000012130
ENSG00000055957,ENSMUSG00000006529,ENSMICG00000013651
ENSG00000056050,ENSMUSG00000038005,ENSMICG00000017309
ENSG00000056097,ENSMUSG00000022201,ENSMICG00000001244
ENSG00000056277,ENSMUSG00000036916,ENSMICG00000010604
ENSG00000056291,ENSMUSG00000035528,ENSMICG00000044686
ENSG00000056487,ENSMUSG00000016624,ENSMICG00000003006
ENSG00000056558,ENSMUSG00000026875,ENSMICG00000031076
ENSG00000056586,ENSMUSG00000075376,ENSMICG00000003227
ENSG00000056736,ENSMUSG00000015966,ENSMICG00000035767
ENSG00000057019,ENSMUSG00000035107,ENSMICG00000049459
ENSG00000057252,ENSMUSG00000026600,ENSMICG00000005177
ENSG00000057294,ENSMUSG00000041957,ENSMICG00000001164
ENSG00000057468,ENSMUSG00000005493,ENSMICG00000017811
ENSG00000057593,ENSMUSG00000031443,ENSMICG00000032148
ENSG00000057608,ENSMUSG00000021218,ENSMICG00000043170
ENSG00000057657,ENSMUSG00000038151,ENSMICG00000010329
ENSG00000057663,ENSMUSG00000038160,ENSMICG00000010334
ENSG00000057704,ENSMUSG00000020023,ENSMICG00000038267
ENSG00000057757,ENSMUSG00000028669,ENSMICG00000048076
ENSG00000057935,ENSMUSG00000055817,ENSMICG00000006534
ENSG00000058056,ENSMUSG00000056900,ENSMICG00000049124
ENSG00000058063,ENSMUSG00000037400,ENSMICG00000049475
ENSG00000058085,ENSMUSG00000026479,ENSMICG00000045606
ENSG00000058091,ENSMUSG00000028926,ENSMICG00000010076
ENSG00000058262,ENSMUSG00000030082,ENSMICG00000038735
ENSG00000058272,ENSMUSG00000019907,ENSMICG00000032335
ENSG00000058335,ENSMUSG00000032356,ENSMICG00000036744
ENSG00000058404,ENSMUSG00000057897,ENSMICG00000004015
ENSG00000058453,ENSMUSG00000040860,ENSMICG00000006471
ENSG00000058600,ENSMUSG00000030880,ENSMICG00000015231
ENSG00000058668,ENSMUSG00000026463,ENSMICG00000015476
ENSG00000058729,ENSMUSG00000116564,ENSMICG00000037437
ENSG00000058799,ENSMUSG00000057375,ENSMICG00000014282
ENSG00000058804,ENSMUSG00000028614,ENSMICG00000014272
ENSG00000058866,ENSMUSG00000022861,ENSMICG00000049209
ENSG00000059122,ENSMUSG00000040097,ENSMICG00000001856
ENSG00000059145,ENSMUSG00000015127,ENSMICG00000007141
ENSG00000059377,ENSMUSG00000029925,ENSMICG00000003155
ENSG00000059378,ENSMUSG00000038507,ENSMICG00000003163
ENSG00000059573,ENSMUSG00000025007,ENSMICG00000015958
ENSG00000059588,ENSMUSG00000090290,ENSMICG00000015280
ENSG00000059691,ENSMUSG00000028085,ENSMICG00000004311
ENSG00000059728,ENSMUSG00000001156,ENSMICG00000004973
ENSG00000059758,ENSMUSG00000020015,ENSMICG00000005540
ENSG00000059769,ENSMUSG00000070972,ENSMICG00000006903
ENSG00000059915,ENSMUSG00000037126,ENSMICG00000011877
ENSG00000060069,ENSMUSG00000033323,ENSMICG00000038031
ENSG00000060138,ENSMUSG00000030189,ENSMICG00000038002
ENSG00000060140,ENSMUSG00000032899,ENSMICG00000042466
ENSG00000060237,ENSMUSG00000045962,ENSMICG00000016162
ENSG00000060339,ENSMUSG00000020074,ENSMICG00000007448
ENSG00000060491,ENSMUSG00000049401,ENSMICG00000045669
ENSG00000060558,ENSMUSG00000034792,ENSMICG00000002977
ENSG00000060566,ENSMUSG00000035041,ENSMICG00000034622
ENSG00000060642,ENSMUSG00000043257,ENSMICG00000046640
ENSG00000060656,ENSMUSG00000028909,ENSMICG00000008985
ENSG00000060709,ENSMUSG00000029420,ENSMICG00000004877
ENSG00000060718,ENSMUSG00000027966,ENSMICG00000002214
ENSG00000060749,ENSMUSG00000074994,ENSMICG00000035367
ENSG00000060762,ENSMUSG00000023861,ENSMICG00000003851
ENSG00000060971,ENSMUSG00000010651,ENSMICG00000049114
ENSG00000061273,ENSMUSG00000022475,ENSMICG00000008981
ENSG00000061337,ENSMUSG00000036306,ENSMICG00000001804
ENSG00000061455,ENSMUSG00000069378,ENSMICG00000046260
ENSG00000061492,ENSMUSG00000012282,ENSMICG00000034255
ENSG00000061656,ENSMUSG00000038180,ENSMICG00000007472
ENSG00000061676,ENSMUSG00000027002,ENSMICG00000000966
ENSG00000061794,ENSMUSG00000040112,ENSMICG00000017686
ENSG00000061918,ENSMUSG00000028005,ENSMICG00000015314
ENSG00000061936,ENSMUSG00000029439,ENSMICG00000004465
ENSG00000061938,ENSMUSG00000022791,ENSMICG00000049104
ENSG00000061987,ENSMUSG00000034602,ENSMICG00000000252
ENSG00000062038,ENSMUSG00000061048,ENSMICG00000009586
ENSG00000062194,ENSMUSG00000032745,ENSMICG00000014678
ENSG00000062282,ENSMUSG00000030747,ENSMICG00000015277
ENSG00000062370,ENSMUSG00000087598,ENSMICG00000004974
ENSG00000062485,ENSMUSG00000005683,ENSMICG00000017659
ENSG00000062524,ENSMUSG00000027297,ENSMICG00000015875
ENSG00000062582,ENSMUSG00000020477,ENSMICG00000043303
ENSG00000062598,ENSMUSG00000017670,ENSMICG00000010661
ENSG00000062650,ENSMUSG00000041408,ENSMICG00000001724
ENSG00000062716,ENSMUSG00000018171,ENSMICG00000045844
ENSG00000062725,ENSMUSG00000018481,ENSMICG00000030699
ENSG00000062822,ENSMUSG00000038644,ENSMICG00000002185
ENSG00000063015,ENSMUSG00000000632,ENSMICG00000032547
ENSG00000063169,ENSMUSG00000070808,ENSMICG00000028080
ENSG00000063176,ENSMUSG00000057342,ENSMICG00000016315
ENSG00000063177,ENSMUSG00000059070,ENSMICG00000034323
ENSG00000063180,ENSMUSG00000003273,ENSMICG00000016328
ENSG00000063241,ENSMUSG00000052605,ENSMICG00000036123
ENSG00000063244,ENSMUSG00000030435,ENSMICG00000027681
ENSG00000063245,ENSMUSG00000035203,ENSMICG00000030667
ENSG00000063322,ENSMUSG00000003444,ENSMICG00000006093
ENSG00000063438,ENSMUSG00000021575,ENSMICG00000047925
ENSG00000063601,ENSMUSG00000015214,ENSMICG00000004344
ENSG00000063660,ENSMUSG00000034220,ENSMICG00000037890
ENSG00000063761,ENSMUSG00000021044,ENSMICG00000016108
ENSG00000063854,ENSMUSG00000024158,ENSMICG00000002132
ENSG00000063978,ENSMUSG00000029110,ENSMICG00000041515
ENSG00000064012,ENSMUSG00000026029,ENSMICG00000004468
ENSG00000064102,ENSMUSG00000040250,ENSMICG00000037722
ENSG00000064115,ENSMUSG00000040234,ENSMICG00000047635
ENSG00000064195,ENSMUSG00000001510,ENSMICG00000037127
ENSG00000064199,ENSMUSG00000001948,ENSMICG00000046417
ENSG00000064201,ENSMUSG00000000244,ENSMICG00000045977
ENSG00000064205,ENSMUSG00000027656,ENSMICG00000028370
ENSG00000064218,ENSMUSG00000042372,ENSMICG00000044854
ENSG00000064225,ENSMUSG00000022747,ENSMICG00000048898
ENSG00000064270,ENSMUSG00000034112,ENSMICG00000004563
ENSG00000064300,ENSMUSG00000000120,ENSMICG00000037395
ENSG00000064309,ENSMUSG00000038119,ENSMICG00000004084
ENSG00000064313,ENSMUSG00000037343,ENSMICG00000017295
ENSG00000064393,ENSMUSG00000061436,ENSMICG00000003143
ENSG00000064419,ENSMUSG00000012535,ENSMICG00000000140
ENSG00000064490,ENSMUSG00000036120,ENSMICG00000003972
ENSG00000064545,ENSMUSG00000002342,ENSMICG00000034501
ENSG00000064547,ENSMUSG00000031861,ENSMICG00000047382
ENSG00000064601,ENSMUSG00000017760,ENSMICG00000011264
ENSG00000064607,ENSMUSG00000036054,ENSMICG00000003666
ENSG00000064651,ENSMUSG00000024597,ENSMICG00000013234
ENSG00000064652,ENSMUSG00000024535,ENSMICG00000044497
ENSG00000064655,ENSMUSG00000017897,ENSMICG00000009315
ENSG00000064666,ENSMUSG00000004665,ENSMICG00000013016
ENSG00000064687,ENSMUSG00000035722,ENSMICG00000013021
ENSG00000064692,ENSMUSG00000024534,ENSMICG00000016502
ENSG00000064703,ENSMUSG00000027905,ENSMICG00000011509
ENSG00000064726,ENSMUSG00000025103,ENSMICG00000009567
ENSG00000064763,ENSMUSG00000030303,ENSMICG00000013172
ENSG00000064787,ENSMUSG00000013523,ENSMICG00000004635
ENSG00000064835,ENSMUSG00000004842,ENSMICG00000009690
ENSG00000064932,ENSMUSG00000035673,ENSMICG00000013071
ENSG00000064933,ENSMUSG00000026098,ENSMICG00000000830
ENSG00000064961,ENSMUSG00000020232,ENSMICG00000028142
ENSG00000064989,ENSMUSG00000059588,ENSMICG00000001266
ENSG00000064995,ENSMUSG00000024218,ENSMICG00000014063
ENSG00000064999,ENSMUSG00000024219,ENSMICG00000014070
ENSG00000065000,ENSMUSG00000020198,ENSMICG00000015375
ENSG00000065029,ENSMUSG00000024220,ENSMICG00000015530
ENSG00000065054,ENSMUSG00000002504,ENSMICG00000015931
ENSG00000065057,ENSMUSG00000041429,ENSMICG00000035043
ENSG00000065060,ENSMUSG00000039512,ENSMICG00000014035
ENSG00000065135,ENSMUSG00000000001,ENSMICG00000011752
ENSG00000065150,ENSMUSG00000030662,ENSMICG00000012711
ENSG00000065154,ENSMUSG00000030934,ENSMICG00000003894
ENSG00000065183,ENSMUSG00000033285,ENSMICG00000001783
ENSG00000065243,ENSMUSG00000004591,ENSMICG00000035571
ENSG00000065268,ENSMUSG00000035754,ENSMICG00000031438
ENSG00000065308,ENSMUSG00000041779,ENSMICG00000032391
ENSG00000065320,ENSMUSG00000020902,ENSMICG00000041492
ENSG00000065325,ENSMUSG00000049928,ENSMICG00000005359
ENSG00000065328,ENSMUSG00000026669,ENSMICG00000043264
ENSG00000065361,ENSMUSG00000018166,ENSMICG00000014325
ENSG00000065413,ENSMUSG00000052331,ENSMICG00000013853
ENSG00000065427,ENSMUSG00000031948,ENSMICG00000011997
ENSG00000065457,ENSMUSG00000031949,ENSMICG00000011987
ENSG00000065485,ENSMUSG00000022844,ENSMICG00000048975
ENSG00000065491,ENSMUSG00000042203,ENSMICG00000003354
ENSG00000065518,ENSMUSG00000022820,ENSMICG00000049509
ENSG00000065526,ENSMUSG00000040761,ENSMICG00000030994
ENSG00000065548,ENSMUSG00000027091,ENSMICG00000014245
ENSG00000065559,ENSMUSG00000033352,ENSMICG00000016202
ENSG00000065600,ENSMUSG00000026627,ENSMICG00000015461
